episode_id,scene_id,distance_to_goal_1,success_1,spl_1,num_steps_1,distance_to_goal_2,success_2,spl_2,num_steps_2
20,data/scene_datasets/mp3d/2t7WUuJeko7/2t7WUuJeko7.glb,0.09433969855308533,1.0,0.48207751481159256,105.0,0.06823376566171646,1.0,0.8908007987267681,55.0
992,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,0.06660432368516922,1.0,0.3265931889847669,195.0,0.0940377488732338,1.0,0.752593282270767,65.0
307,data/scene_datasets/mp3d/Vt2qJdWjCF2/Vt2qJdWjCF2.glb,0.18290093541145325,1.0,0.4875365548915682,364.0,0.0672537311911583,1.0,0.963896175938654,145.0
215,data/scene_datasets/mp3d/RPmz2sHmrrY/RPmz2sHmrrY.glb,0.0652528777718544,1.0,0.9976049294253307,54.0,0.07769067585468292,1.0,0.4530371787242894,225.0
202,data/scene_datasets/mp3d/RPmz2sHmrrY/RPmz2sHmrrY.glb,0.1304677128791809,1.0,0.4384507506242804,148.0,0.07550255209207535,1.0,0.9251401860927053,57.0
528,data/scene_datasets/mp3d/fzynW3qQPVF/fzynW3qQPVF.glb,0.029787514358758926,1.0,0.7146960114618051,123.0,0.04638943448662758,1.0,0.34447891393095,235.0
2,data/scene_datasets/mp3d/2t7WUuJeko7/2t7WUuJeko7.glb,0.03917911648750305,1.0,0.371807740161791,249.0,0.07602886110544205,1.0,0.6258949442456017,149.0
742,data/scene_datasets/mp3d/pa4otMbVnkk/pa4otMbVnkk.glb,0.019297154620289803,1.0,0.42140398385465433,165.0,0.019849397242069244,1.0,0.9714526674589591,51.0
346,data/scene_datasets/mp3d/WYY7iVyf5p8/WYY7iVyf5p8.glb,0.0694102942943573,1.0,0.6160878879911815,106.0,0.06802618503570557,1.0,0.22431627599248338,276.0
38,data/scene_datasets/mp3d/2t7WUuJeko7/2t7WUuJeko7.glb,0.04517370089888573,1.0,0.47990330134401193,72.0,0.15965884923934937,1.0,0.15821559360065474,276.0
279,data/scene_datasets/mp3d/UwV83HsGsw3/UwV83HsGsw3.glb,0.06999046355485916,1.0,0.3326560507570562,434.0,0.09054667502641678,1.0,0.8271111294487073,93.0
