episode_id,scene_id,distance_to_goal_1,success_1,spl_1,num_steps_1,distance_to_goal_2,success_2,spl_2,num_steps_2
966,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,0.025657836347818375,1.0,0.9811491044472065,46.0,4.268670558929443,0.0,0.0,500.0
86,data/scene_datasets/mp3d/5ZKStnWn8Zo/5ZKStnWn8Zo.glb,0.1262369304895401,1.0,0.9345541291154136,188.0,25.932579040527344,0.0,0.0,500.0
74,data/scene_datasets/mp3d/5ZKStnWn8Zo/5ZKStnWn8Zo.glb,0.18052785098552704,1.0,0.7882506710342639,72.0,5.025619983673096,0.0,0.0,500.0
827,data/scene_datasets/mp3d/q9vSo1VnCiC/q9vSo1VnCiC.glb,0.04564378783106804,1.0,0.6988033630453507,324.0,19.921709060668945,0.0,0.0,500.0
844,data/scene_datasets/mp3d/rqfALeAoiTq/rqfALeAoiTq.glb,0.06776868551969528,1.0,0.8564032350101236,112.0,0.9876798391342163,0.0,0.0,500.0
125,data/scene_datasets/mp3d/ARNzJeq3xxb/ARNzJeq3xxb.glb,0.18458405137062073,1.0,0.5645585788572134,493.0,12.867680549621582,0.0,0.0,500.0
121,data/scene_datasets/mp3d/ARNzJeq3xxb/ARNzJeq3xxb.glb,0.12329470366239548,1.0,0.99947379499697,57.0,7.180520534515381,0.0,0.0,500.0
510,data/scene_datasets/mp3d/fzynW3qQPVF/fzynW3qQPVF.glb,0.1121600791811943,1.0,0.5179789532004595,389.0,6.220926284790039,0.0,0.0,266.0
394,data/scene_datasets/mp3d/YFuZgdQ5vWj/YFuZgdQ5vWj.glb,0.07914253324270248,1.0,0.8702054353723291,70.0,2.6596577167510986,0.0,0.0,500.0
83,data/scene_datasets/mp3d/5ZKStnWn8Zo/5ZKStnWn8Zo.glb,0.16402259469032288,1.0,0.5526664707739056,316.0,0.8128184080123901,0.0,0.0,500.0
835,data/scene_datasets/mp3d/q9vSo1VnCiC/q9vSo1VnCiC.glb,0.08390605449676514,1.0,0.3948535719653662,481.0,14.600960731506348,0.0,0.0,500.0
326,data/scene_datasets/mp3d/Vt2qJdWjCF2/Vt2qJdWjCF2.glb,0.04851032793521881,1.0,0.9833622477419994,113.0,26.837242126464844,0.0,0.0,500.0
885,data/scene_datasets/mp3d/rqfALeAoiTq/rqfALeAoiTq.glb,0.037970565259456635,1.0,0.704179937293913,84.0,3.7473769187927246,0.0,0.0,500.0
408,data/scene_datasets/mp3d/YFuZgdQ5vWj/YFuZgdQ5vWj.glb,0.13851897418498993,1.0,0.8484132185946373,145.0,7.098095893859863,0.0,0.0,500.0
665,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,0.11803615093231201,1.0,0.983067894016675,42.0,0.7143170237541199,0.0,0.0,500.0
561,data/scene_datasets/mp3d/gYvKGZ5eRqb/gYvKGZ5eRqb.glb,0.10471588373184204,1.0,0.7952092329633845,202.0,0.2491661161184311,0.0,0.0,193.0
716,data/scene_datasets/mp3d/jtcxE69GiFV/jtcxE69GiFV.glb,0.06936637312173843,1.0,0.6169321952185368,444.0,17.391117095947266,0.0,0.0,500.0
8,data/scene_datasets/mp3d/2t7WUuJeko7/2t7WUuJeko7.glb,0.08613651990890503,1.0,0.7979892541352419,121.0,10.652508735656738,0.0,0.0,500.0
280,data/scene_datasets/mp3d/Vt2qJdWjCF2/Vt2qJdWjCF2.glb,0.06990734487771988,1.0,0.5229594329372725,227.0,12.773111343383789,0.0,0.0,500.0
235,data/scene_datasets/mp3d/UwV83HsGsw3/UwV83HsGsw3.glb,0.0933091938495636,1.0,0.951608725693226,133.0,15.306135177612305,0.0,0.0,500.0
81,data/scene_datasets/mp3d/5ZKStnWn8Zo/5ZKStnWn8Zo.glb,0.03053681179881096,1.0,0.7499157342584555,171.0,13.679409980773926,0.0,0.0,500.0
803,data/scene_datasets/mp3d/q9vSo1VnCiC/q9vSo1VnCiC.glb,0.08364856243133545,1.0,0.9901053049873206,96.0,11.328624725341797,0.0,0.0,500.0
179,data/scene_datasets/mp3d/RPmz2sHmrrY/RPmz2sHmrrY.glb,0.07031000405550003,1.0,0.4054841186401885,139.0,1.286399483680725,0.0,0.0,500.0
980,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,0.12649695575237274,1.0,0.9827354488033138,85.0,10.601900100708008,0.0,0.0,500.0
601,data/scene_datasets/mp3d/gYvKGZ5eRqb/gYvKGZ5eRqb.glb,0.10259360074996948,1.0,0.5015635798310603,133.0,7.63834285736084,0.0,0.0,500.0
977,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,0.1153513714671135,1.0,0.9025438933121123,130.0,4.486218452453613,0.0,0.0,500.0
328,data/scene_datasets/mp3d/Vt2qJdWjCF2/Vt2qJdWjCF2.glb,0.12163861840963364,1.0,0.38393664841359126,273.0,0.652407169342041,0.0,0.0,500.0
867,data/scene_datasets/mp3d/rqfALeAoiTq/rqfALeAoiTq.glb,0.112337127327919,1.0,0.6071461752207821,144.0,10.416614532470703,0.0,0.0,500.0
334,data/scene_datasets/mp3d/Vt2qJdWjCF2/Vt2qJdWjCF2.glb,0.08825019747018814,1.0,0.5840094007107128,268.0,1.5883886814117432,0.0,0.0,500.0
863,data/scene_datasets/mp3d/rqfALeAoiTq/rqfALeAoiTq.glb,0.08833613991737366,1.0,0.969453554899494,92.0,15.055562019348145,0.0,0.0,500.0
420,data/scene_datasets/mp3d/YFuZgdQ5vWj/YFuZgdQ5vWj.glb,0.03212951496243477,1.0,0.48620668439092535,53.0,1.5674970149993896,0.0,0.0,500.0
589,data/scene_datasets/mp3d/gYvKGZ5eRqb/gYvKGZ5eRqb.glb,0.19299077987670898,1.0,0.8775780132161494,174.0,18.813758850097656,0.0,0.0,500.0
848,data/scene_datasets/mp3d/rqfALeAoiTq/rqfALeAoiTq.glb,0.10107486695051193,1.0,0.9801132536342616,45.0,2.2403507232666016,0.0,0.0,500.0
670,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,0.11787033826112747,1.0,0.9723270162716646,62.0,0.23107433319091797,0.0,0.0,77.0
